projection_serial	canonical_character_id	character_id	default_attention_tier	promotion_triggers	demotion_triggers	max_reader_cast_weight	variant_dimensions	identity_mutation	timeline_mutation	consent_required	age_gate_required	reader_load_policy	reversible
VAR-PROJECTION-590134ae7f97	VAR-CANON-9f54c8dbfcb6	WC02430	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-e60e2ab3454e	VAR-CANON-adc6f4977267	WC02431	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-569ae00ddcef	VAR-CANON-a678301d64b0	WC02432	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-b23d5c60c6a7	VAR-CANON-4022cebab8fd	WC02433	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-f566902afbd4	VAR-CANON-c12c05f8cb36	WC02434	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-207db14f46eb	VAR-CANON-abbdacb95d0b	WC02435	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-e5052f3ff3ef	VAR-CANON-771fe54aeada	WC02436	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-1ea22479ab1d	VAR-CANON-c336466f3aa1	WC02437	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-544f2974aa9d	VAR-CANON-c1053421584f	WC02438	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-84da2d2f8592	VAR-CANON-b7ed72385df1	WC02439	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-47a58e2d8df0	VAR-CANON-916acc2eb7ac	WC02440	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-3a56cb1091c2	VAR-CANON-19933a8e1bed	WC02441	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-257d49790cb8	VAR-CANON-29b7bab111ef	WC02442	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-c69a9bcc89d1	VAR-CANON-ac7986e422a3	WC02443	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-508fd0ef7301	VAR-CANON-ede6c3b41121	WC02444	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-076eb56464da	VAR-CANON-0a9e56267c21	WC02445	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-814b37d44d88	VAR-CANON-3427cab4941c	WC02446	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-7f78999e5ecf	VAR-CANON-b7ad27e6bd97	WC02447	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-bfc727bcc56a	VAR-CANON-5beea8b25aae	WC02448	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-a123b2d05534	VAR-CANON-a6a2e5e4b665	WC02449	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-3ac0b0945cac	VAR-CANON-b2903ed2aead	WC02450	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-3888105e9f72	VAR-CANON-22354dd4cadc	WC02451	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-03030c094d2b	VAR-CANON-ddd4e0d90fb2	WC02452	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-2a7f3284db65	VAR-CANON-627e0088f430	WC02453	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-636aeea009c3	VAR-CANON-736b2a27e55e	WC02454	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-8e7e468dd7b3	VAR-CANON-f74893c9f9b8	WC02455	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-a9e4a04b4e0b	VAR-CANON-899c5367c3f4	WC02456	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-871f87dcefdf	VAR-CANON-ef43e5cf92f2	WC02457	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-3464fd8a1703	VAR-CANON-8351b771aa1c	WC02458	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-666b1b803503	VAR-CANON-257b5d6ebdbe	WC02459	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-231118e20e10	VAR-CANON-59bed67fb30c	WC02460	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-819fd54dbb56	VAR-CANON-c621c6fa241d	WC02461	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-66125635ffdc	VAR-CANON-903a5e193831	WC02462	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-84fbeff39d2c	VAR-CANON-e8f88f7b7f05	WC02463	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-e5c072a1712a	VAR-CANON-a801c887702f	WC02464	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-2a8120ae54eb	VAR-CANON-c7a25e22613f	WC02465	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-4b70ff93f4f0	VAR-CANON-3c3851af6a63	WC02466	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-3427be3c1cd1	VAR-CANON-9817a574f252	WC02467	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-100c4a0c2aa0	VAR-CANON-261f734530bc	WC02468	background	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
