serial	scene_id	book_num	event_beat_id	character_link	creature_link	quest_link	location_link	world_link	layers	status
MAP-SCENE-605a61f7fbf9	B03_L180	B03	EB-RW-00940	wowas::xethrolund_papi		 Event beat EB-RW-00940: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-77aeb63defd7	B03_L181	B03	EB-RW-00941			 Event beat EB-RW-00941: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-129afc2f5496	B03_L182	B03	EB-RW-00942	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00942: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-0a483539bfdb	B03_L183	B03	EB-RW-00943			 Event beat EB-RW-00943: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-9a1fe7fc8abe	B03_L184	B03	EB-RW-00944			 Event beat EB-RW-00944: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-9c963ba05f72	B03_L185	B03	EB-RW-00945			 Event beat EB-RW-00945: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-e993c3ab029e	B03_L186	B03	EB-RW-00946			 Event beat EB-RW-00946: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-a801bac4cc64	B03_L187	B03	EB-RW-00947	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00947: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-86f3096b7ee0	B03_L188	B03	EB-RW-00948	wowas::xethrolund_papi		 Event beat EB-RW-00948: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-563a604d0841	B03_L189	B03	EB-RW-00949			 Event beat EB-RW-00949: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-0b5eb8363eca	B03_L190	B03	EB-RW-00950			 Event beat EB-RW-00950: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-74aa1932ac2b	B03_L191	B03	EB-RW-00951			 Event beat EB-RW-00951: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-45f11d2c4464	B03_L192	B03	EB-RW-00952	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00952: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-836bc2cafa2a	B03_L193	B03	EB-RW-00953			 Event beat EB-RW-00953: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-1e7a7f1982a4	B03_L194	B03	EB-RW-00954	wowas::mack_willow_father		 Event beat EB-RW-00954: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-c87735b25aff	B03_L195	B03	EB-RW-00955	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00955: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-e34e5d698569	B03_L196	B03	EB-RW-00956	wowas::xethrolund_papi		 Event beat EB-RW-00956: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-823187fd6ecb	B03_L197	B03	EB-RW-00957			 Event beat EB-RW-00957: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-ab394af6fdb1	B03_L198	B03	EB-RW-00958	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00958: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-9699afe6e916	B03_L199	B03	EB-RW-00959			 Event beat EB-RW-00959: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-f0fe5dbea0f0	B03_L200	B03	EB-RW-00960			 Event beat EB-RW-00960: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-73392cadee68	B03_L201	B03	EB-RW-00961	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00961: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-f4693c9661be	B03_L202	B03	EB-RW-00962			 Event beat EB-RW-00962: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-f56b05c85780	B03_L203	B03	EB-RW-00963			 Event beat EB-RW-00963: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-47e6e40c3d77	B03_L204	B03	EB-RW-00964	wowas::mack_willow_father		 Event beat EB-RW-00964: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-2794c1d4a1b5	B03_L205	B03	EB-RW-00965	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00965: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-b57bc6ea06c0	B03_L206	B03	EB-RW-00966	wowas::xethrolund_papi		 Event beat EB-RW-00966: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-6fd9ce020e4a	B03_L207	B03	EB-RW-00967			 Event beat EB-RW-00967: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-b5caf11cfe43	B03_L208	B03	EB-RW-00968			 Event beat EB-RW-00968: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-a9a0d23b88a2	B03_L210	B03	EB-RW-00969			 Event beat EB-RW-00969: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-28e35fc6bd5a	B03_L211	B03	EB-RW-00970	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00970: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-ea53a7c0b54d	B03_L212	B03	EB-RW-00971			 Event beat EB-RW-00971: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-c9e197fbb0e2	B03_L213	B03	EB-RW-00972			 Event beat EB-RW-00972: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-74552341d590	B03_L214	B03	EB-RW-00973	wowas::mack_willow_father		 Event beat EB-RW-00973: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-0d1d2f9f79ff	B03_L215	B03	EB-RW-00974	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00974: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-c0f3b8727846	B03_L216	B03	EB-RW-00975			 Event beat EB-RW-00975: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-1d60743522ff	B03_L217	B03	EB-RW-00976			 Event beat EB-RW-00976: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-9b673cfac7fd	B03_L218	B03	EB-RW-00977	wowas::xethrolund_papi		 Event beat EB-RW-00977: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-a28244c59bcd	B03_L219	B03	EB-RW-00978			 Event beat EB-RW-00978: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-842d72332d76	B03_L220	B03	EB-RW-00979	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00979: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-ea01f02c5ede	B03_L221	B03	EB-RW-00980			 Event beat EB-RW-00980: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-c7489aae7010	B03_L222	B03	EB-RW-00981	wowas::mack_willow_father		 Event beat EB-RW-00981: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-80428f7dcd5e	B03_L223	B03	EB-RW-00982	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00982: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-aba72d96c4e8	B03_L224	B03	EB-RW-00983	wowas::xethrolund_papi		 Event beat EB-RW-00983: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-59d2f4a6e185	B03_L225	B03	EB-RW-00984			 Event beat EB-RW-00984: the group records a consequence before continuing.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-1bdc3626b7fc	B03_L226	B03	EB-RW-00985			 Event beat EB-RW-00985: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-90fb99a4f78f	B03_L227	B03	EB-RW-00986			 Event beat EB-RW-00986: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-24c9b7481824	B03_L228	B03	EB-RW-00987	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00987: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-0de8519f607b	B03_L229	B03	EB-RW-00988			 Event beat EB-RW-00988: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-24deadb92bcf	B03_L230	B03	EB-RW-00989			 Event beat EB-RW-00989: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-51a158b690cf	B03_L231	B03	EB-RW-00990			 Event beat EB-RW-00990: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-3803d900d74a	B03_L232	B03	EB-RW-00991	wowas::xethrolund_papi		 Event beat EB-RW-00991: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-e792d09af14c	B03_L233	B03	EB-RW-00992	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00992: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-86a3c92c3b40	B03_L234	B03	EB-RW-00993			 Event beat EB-RW-00993: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-5fd006642b80	B03_L235	B03	EB-RW-00994			 Event beat EB-RW-00994: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-41f9ef4fcbb4	B03_L236	B03	EB-RW-00995	wowas::mack_willow_father		 Event beat EB-RW-00995: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-72e34ab8cb1e	B03_L237	B03	EB-RW-00996			 Event beat EB-RW-00996: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-c34ca39b358e	B03_L238	B03	EB-RW-00997	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00997: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-b803de909549	B03_L239	B03	EB-RW-00998			 Event beat EB-RW-00998: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-9dc2ccd713d1	B03_L240	B03	EB-RW-00999			 Event beat EB-RW-00999: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-d7c18ad45d3e	B03_L241	B03	EB-RW-01000			 Event beat EB-RW-01000: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-21875f8375f7	B03_L242	B03	EB-RW-01001			 Event beat EB-RW-01001: choice pressure changes the route.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-6921ab5358c8	B03_L243	B03	EB-RW-01002			 Event beat EB-RW-01002: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-1f702da7c889	B03_L244	B03	EB-RW-01003			 Event beat EB-RW-01003: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-09fcbbec274d	B03_L245	B03	EB-RW-01004			 Event beat EB-RW-01004: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-80e3e830b5d0	B03_L246	B03	EB-RW-01005	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-01005: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-15f07e7abd63	B03_L247	B03	EB-RW-01006			 Event beat EB-RW-01006: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-48c89510c025	B03_L248	B03	EB-RW-01007			 Event beat EB-RW-01007: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-ea9cbe46ec7c	B03_L249	B03	EB-RW-01008			 Event beat EB-RW-01008: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-9db17c22d5ef	B03_L250	B03	EB-RW-01009			 Event beat EB-RW-01009: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-836307108841	B03_L251	B03	EB-RW-01010			 Event beat EB-RW-01010: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-a1d98c4723fc	B03_L252	B03	EB-RW-01011	wowas::mack_willow_father		 Event beat EB-RW-01011: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-efe4595dec5e	B03_L253	B03	EB-RW-01012			 Event beat EB-RW-01012: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-7d1bbc2bd94c	B03_L254	B03	EB-RW-01013	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-01013: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-f8d5bf41d38b	B03_L255	B03	EB-RW-01014			 Event beat EB-RW-01014: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-f46780304b1d	B03_L256	B03	EB-RW-01015			 Event beat EB-RW-01015: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-2909c527877a	B03_L257	B03	EB-RW-01016			 Event beat EB-RW-01016: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-a7ff54f0e17c	B03_L258	B03	EB-RW-01017			 Event beat EB-RW-01017: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-74a0535da928	B03_L259	B03	EB-RW-01018			 Event beat EB-RW-01018: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-16de6d69d73a	B03_L260	B03	EB-RW-01019			 Event beat EB-RW-01019: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-1b0862110bf5	B03_L261	B03	EB-RW-01020			 Event beat EB-RW-01020: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-a2ddc1fdf652	B03_L262	B03	EB-RW-01021	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-01021: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-b401bb120000	B03_L263	B03	EB-RW-01022	wowas::xethrolund_papi		 Event beat EB-RW-01022: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-ed5020af3fec	B03_L264	B03	EB-RW-01023			 Event beat EB-RW-01023: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
