character_id	name	tier	volume	book_anchor	role	house_pressure	region	source_anchor	candidate_draws	selection_score	story_background_law	visual_spec	visual_status	identity_profile	pronouns	prose_treatment	identity_serial	adult_role_profile	role_prose_treatment	age_band	adult_role_eligibility	content_rating
WC02479	Aerdalenluthkelanen2479	background	V2	B04	garden watcher	Thorn-Vayne	morrow market	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-morrow market	procedural_visual_spec_v1	bisexual_male	he/him	bisexual identity is ordinary life context	ID-4ce7ffa1553c	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC02480	Aerindraevaraashael2480	story	V2	B05	stone archivist	Marso-len	root vale	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-stone archivist-root vale	procedural_visual_spec_v1	straight_ally	varied	sexuality is not narratively exceptional	ID-de064f7ae9c6	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC02481	Aerdalencinderaen2481	recurring-background	V2	B06	orchard guard	Rolzen-line	ripper tunnel	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-orchard guard-ripper tunnel	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-55257f1d53ff	bottom_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC02482	Aeranoramargroveel2482	deep-background	V2	B07	sonomancy listener	Kyreal-pack	cello field	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-sonomancy listener-cello field	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-0a6ecd33fb2f	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC02483	Aerdalenriveravel2483	support	V2	B08	tunnel witness	Xethrolund-glyph	blue-light road	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-tunnel witness-blue-light road	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-f8d2d038f74f	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC02484	Aeranorluthlarkaria2484	background	V2	B09	threshold mason	Pip-no-path	xeth glyph yard	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-threshold mason-xeth glyph yard	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-65ec0e72b165	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC02485	Aerindraianbrinavel2485	story	V2	B10	bookbinder	Mack-ground	stone fen	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-bookbinder-stone fen	procedural_visual_spec_v1	pansexual_male	he/they	pansexual identity is ordinary life context	ID-79404b76a421	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC02486	Ashaavelanorluthel2486	recurring-background	V2	B11	bridge keeper	Dervish-glass	pocket sanctuary	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-bridge keeper-pocket sanctuary	procedural_visual_spec_v1	lesbian	she/her	lesbian identity is ordinary life context	ID-df4e4c7a1399	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC02487	Ashajorahollowen2487	deep-background	V2	B12	market singer	Vayne	glass orchard	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-glass orchard	procedural_visual_spec_v1	lesbian	she/her	lesbian identity is ordinary life context	ID-7b00a216cab3	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC02488	Caelianbrinael2488	support	V2	B13	glass forge worker	Null-Heart	neith edge	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-neith edge	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-9e29985ab2f7	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC02489	Ashaelionemberaria2489	background	V2	B14	ripper survivor	Iron-Song	willow-stone county	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-willow-stone county	procedural_visual_spec_v1	bisexual_male	he/him	bisexual identity is ordinary life context	ID-7649cba45294	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC02490	Aerdalenianlarkaria2490	story	V2	B15	map seller	Wren-Ash	last open gate	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-last open gate	procedural_visual_spec_v1	straight_ally	varied	sexuality is not narratively exceptional	ID-f234ea0e7100	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC02491	Aeranormarrowaria2491	recurring-background	V2	B16	cellar cook	Thorn-Vayne	diamond breakland	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-diamond breakland	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-15da0e4e8507	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC02492	Aeranorluthashen2492	deep-background	V2	B17	triage helper	Marso-len	black-heart ridge	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-black-heart ridge	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-038b2fc518c6	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC02493	Ashagalencrowndion2493	support	V2	B18	faction runner	Rolzen-line	ash river	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-faction runner-ash river	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-4796650e01c5	bottom_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC02494	Ashaelionforgeaen2494	background	V2	B19	wolf-road scout	Kyreal-pack	morrow market	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-wolf-road scout-morrow market	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-af389288d3d2	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC02495	Aeranorluthaeliven2495	story	V2	B20	glyph apprentice	Xethrolund-glyph	root vale	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-glyph apprentice-root vale	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-b8b4874cc80e	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC02496	Aerindraianendarel2496	recurring-background	V2	B21	corridor child	Pip-no-path	ripper tunnel	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-corridor child-ripper tunnel	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-7a105d159f07	bottom_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC02497	Ashagalenindraelle2497	deep-background	V2	B22	field healer	Mack-ground	cello field	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-field healer-cello field	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-988cdc5adbe5	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC02498	Aerfiraianasharel2498	support	V2	B23	cavern farmer	Dervish-glass	blue-light road	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-cavern farmer-blue-light road	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-a35463608a71	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC02499	Aeranorluthbelliel2499	background	V2	B24	garden watcher	Vayne	xeth glyph yard	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-xeth glyph yard	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-dc4bdef69239	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC02500	Brenaeljorafiraael2500	story	V2	B25	stone archivist	Null-Heart	stone fen	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-stone archivist-stone fen	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-9d268f1c7b0e	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC02501	Aerfiramireiven2501	recurring-background	V2	B26	orchard guard	Iron-Song	pocket sanctuary	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-orchard guard-pocket sanctuary	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-1f9a9f8349a3	bottom_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC02502	Aerindraamariven2502	deep-background	V2	B27	sonomancy listener	Wren-Ash	glass orchard	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-sonomancy listener-glass orchard	procedural_visual_spec_v1	lesbian	she/her	lesbian identity is ordinary life context	ID-6f12e0708f34	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC02503	Aerdalenbrookiven2503	support	V2	B28	tunnel witness	Thorn-Vayne	neith edge	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-tunnel witness-neith edge	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-264dea0cdd82	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC02504	Aerdalencoriabrinen2504	background	V2	B29	threshold mason	Marso-len	willow-stone county	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-threshold mason-willow-stone county	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-cc1d2dc991f3	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
