generated_character_id	generated_name	book_anchor	generated_role	generated_tier	source_anchor	authored_canonical_id	authored_canonical_name	inherited_locked_traits	inherited_sources	voice_constraint	pressure_response	dynamic_function	dynamic_relation_type	dynamic_counterpart	dynamic_polarity	dynamic_pressure_translation	variation_policy	prose_status
WC02685	Aeranorianriverel2685	B12	bookbinder	story	Thessa source orbit	unmapped:thessa	Thessa										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02686	Aerfiraianaelaen2686	B13	bridge keeper	recurring-background	Kael source orbit	unmapped:kael	Kael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02687	Aerfiraluthcinderen2687	B14	market singer	deep-background	Pael source orbit	unmapped:pael	Pael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02688	Aermaeloremberel2688	B15	glass forge worker	support	Soth source orbit	unmapped:soth	Soth										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02689	Aerfiraianmossael2689	B16	ripper survivor	background	Vellin source orbit	unmapped:vellin	Vellin										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02690	Aerindracairniel2690	B17	map seller	story	Corrath source orbit	unmapped:corrath	Corrath										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02691	Aeranorianorcharden2691	B18	cellar cook	recurring-background	Dervish source orbit	wowas::dervish_cosmic_entity	Dervish	not good/evil | appears twice Book 01 | helps remake world Book 25		cosmic corrective force	extreme		book_copresence	Ursula	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02692	Aerfiraiangroveen2692	B19	triage helper	deep-background	Pip source orbit	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	he/him throughout | gay | ADHD+autistic | never truly redeemed by others — redeems the world | chipmunk form in Diamond time	Stitch | Tasslehoff | Barefoot | Asta | Yuno | Gray Fullbuster | Lucy Heartfilia | Drizzt | Menolly | Hermione Granger | F'nor | Erza Scarlet	protagonist / sonomancer / world-maker	extreme		biological_parent	Indalwin Willowjayce	mythic	Ursula is biological mother; karmic deity; wish-power origin.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02693	Ashagalenbrookaen2693	B20	faction runner	support	Rolzen source orbit	wowas::rolzen_warrior_anchor	Rolzen	Rolzen NOT Rosen | captured ~50yr before Pip returns | hog-tied by Pip — loves him from that moment | throws Pip over shoulder when protective | tucks Pip under arm when excited | decade after restoration before Pip allows connection | extremely persistent/horndog toward Pip	Jason Stackhouse | Charmy | Natsu | Noelle Silva	warrior / healing arc / flux field teacher	extreme		protective_response_to_transformation	Pip (Indalwin Willowjayce)	protective	Rolzen answers the shell and wing eruption with body-forward guardianship and combat adaptation, not withdrawal.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02694	Ashajorafiraiandria2694	B21	wolf-road scout	background	Xethrolund source orbit	wowas::xethrolund_papi	Xethrolund	7ft red hair muscular | believes cannot feel — wrong | blue light = his frequency | He ran. He came. He arrived.	Giles | Remus Lupin | Librarian/Pratchett	librarian / guide / love interest	extreme		book_copresence	Pip (Indalwin Willowjayce)	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02695	Aerdalenquartzael2695	B22	glyph apprentice	story	Rylos source orbit	wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	accountability NOT redemption | toxic codependence with Pip | Strange Gravity with Xethrolund Book 18 | mortal wound Book 24 | superpositioned with Pip to defeat Neith	Ares (VERY VERY primary) | Queen of the Damned | Uncle Jesse | Professor McGonagall (transmutation) | Yuno (secondary)	primary antagonist / accountability arc / Xeth love interest	extreme		mirror_pressure_under_transformation	Pip (Indalwin Willowjayce)	mixed	Rylos is forced to witness a form of Pip that is beautiful, dangerous, and no longer interpretable through the old control grammar.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02696	Aerdalenluthashdion2696	B23	corridor child	recurring-background	Kyreal source orbit	unmapped:kyreal	Kyreal										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02697	Aerfiraluthbriniel2697	B24	field healer	deep-background	Thessa source orbit	unmapped:thessa	Thessa										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02698	Brenendaravelelle2698	B25	cavern farmer	support	Kael source orbit	unmapped:kael	Kael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02699	Ashaeliongroveiven2699	B26	garden watcher	background	Pael source orbit	unmapped:pael	Pael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02700	Aeranoramarglassen2700	B27	stone archivist	story	Soth source orbit	unmapped:soth	Soth										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02701	Ashagalenemberaria2701	B28	orchard guard	recurring-background	Vellin source orbit	unmapped:vellin	Vellin										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02702	Aerdalenianforgeion2702	B29	sonomancy listener	deep-background	Corrath source orbit	unmapped:corrath	Corrath										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02703	Brenaelavelanoravel2703	B30	tunnel witness	support	Dervish source orbit	wowas::dervish_cosmic_entity	Dervish	not good/evil | appears twice Book 01 | helps remake world Book 25		cosmic corrective force	extreme		book_copresence	Majiskii	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02704	Ashagalenfiraiven2704	B31	threshold mason	background	Pip source orbit	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	he/him throughout | gay | ADHD+autistic | never truly redeemed by others — redeems the world | chipmunk form in Diamond time	Stitch | Tasslehoff | Barefoot | Asta | Yuno | Gray Fullbuster | Lucy Heartfilia | Drizzt | Menolly | Hermione Granger | F'nor | Erza Scarlet	protagonist / sonomancer / world-maker	extreme		book_copresence	Solvaenkyr	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02705	Ashajoraquartzavel2705	B32	bookbinder	story	Rolzen source orbit	wowas::rolzen_warrior_anchor	Rolzen	Rolzen NOT Rosen | captured ~50yr before Pip returns | hog-tied by Pip — loves him from that moment | throws Pip over shoulder when protective | tucks Pip under arm when excited | decade after restoration before Pip allows connection | extremely persistent/horndog toward Pip	Jason Stackhouse | Charmy | Natsu | Noelle Silva	warrior / healing arc / flux field teacher	extreme		book_copresence	Majiskii	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02706	Ashagalenriveravel2706	B33	bridge keeper	recurring-background	Xethrolund source orbit	wowas::xethrolund_papi	Xethrolund	7ft red hair muscular | believes cannot feel — wrong | blue light = his frequency | He ran. He came. He arrived.	Giles | Remus Lupin | Librarian/Pratchett	librarian / guide / love interest	extreme		book_copresence	Daisy May	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02707	Aeranorianhalordria2707	B01	market singer	deep-background	Rylos source orbit	wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	accountability NOT redemption | toxic codependence with Pip | Strange Gravity with Xethrolund Book 18 | mortal wound Book 24 | superpositioned with Pip to defeat Neith	Ares (VERY VERY primary) | Queen of the Damned | Uncle Jesse | Professor McGonagall (transmutation) | Yuno (secondary)	primary antagonist / accountability arc / Xeth love interest	extreme		trust_bond_to_betrayal	Indalwin Willowjayce	corrosive	Rylos builds deep trust during crisis/defense then harvests/siphons; mirror-betrayal axis.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02708	Aerdalenluthaelelle2708	B02	glass forge worker	support	Kyreal source orbit	unmapped:kyreal	Kyreal										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02709	Aeranorivyel2709	B03	ripper survivor	background	Thessa source orbit	unmapped:thessa	Thessa										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02710	Ashagalenashiven2710	B04	map seller	story	Kael source orbit	unmapped:kael	Kael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02711	Ashaavelbrookiven2711	B05	cellar cook	recurring-background	Pael source orbit	unmapped:pael	Pael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02712	Ashagalencairnen2712	B06	triage helper	deep-background	Soth source orbit	unmapped:soth	Soth										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02713	Aeranorcoriamossaen2713	B07	faction runner	support	Vellin source orbit	unmapped:vellin	Vellin										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02714	Ashaelionmarrowarel2714	B08	wolf-road scout	background	Corrath source orbit	unmapped:corrath	Corrath										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02715	Ashaavelcairnelle2715	B09	glyph apprentice	story	Dervish source orbit	wowas::dervish_cosmic_entity	Dervish	not good/evil | appears twice Book 01 | helps remake world Book 25		cosmic corrective force	extreme		book_copresence	Neith	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02716	Aerfiraorcharden2716	B10	corridor child	recurring-background	Pip source orbit	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	he/him throughout | gay | ADHD+autistic | never truly redeemed by others — redeems the world | chipmunk form in Diamond time	Stitch | Tasslehoff | Barefoot | Asta | Yuno | Gray Fullbuster | Lucy Heartfilia | Drizzt | Menolly | Hermione Granger | F'nor | Erza Scarlet	protagonist / sonomancer / world-maker	extreme		intuitive_geographic_bond	Lincoln County Coast	mythic	The oceanic dream is not symbolic; Oregon coastal water physically recognizes and claims Pip when touched.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
