creature_id	species_name	base_form	primary_trait	secondary_trait	biome	danger_band	ecology_role	candidate_draws	selection_score	generation_law	visual_status
WR03310	Aerdalenianglassen3310	stonefin bird	sanitized	chaotic	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03311	Aermaeloramarbellen3311	thorn whale	gross	weird	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03312	Aeranorianbrinen3312	ash otter	resonant	unbrictionable	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03313	Brenhalorjoraaria3313	ribbon serpent	chaotic	elegant	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03314	Ashaelionmarrowael3314	mirror lynx	weird	cello-woken	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03315	Aeranorianbriniel3315	fern mantis	unbrictionable	unibreccianated	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03316	Aerdalenluthaelael3316	marrow crane	elegant	horrific	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03317	Aerfiraluthbriniven3317	quartz ram	cello-woken	diamond-scarred	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03318	Ashanaradalenluthen3318	song beetle	unibreccianated	verdant	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03319	Brenendarfenaria3319	moth-deer	horrific	beautiful	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03320	Brenkelanavelion3320	root hound	diamond-scarred	glyph-touched	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03321	Aermaelorcinderiven3321	glass heron	verdant	sanitized	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03322	Ashaavelorchardiven3322	basalt hare	beautiful	gross	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03323	Aerfiramarrowavel3323	orchard eel	glyph-touched	resonant	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03324	Aerdalenbrookion3324	lantern fox	sanitized	chaotic	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03325	Aerdalenluthdion3325	cinder elk	gross	weird	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03326	Aermaeloramarmireen3326	moss bear	resonant	unbrictionable	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03327	Aeranorianforgedria3327	willow crab	chaotic	elegant	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03328	Aerindraianglassen3328	stonefin bird	weird	cello-woken	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03329	Caelluthhalordion3329	thorn whale	unbrictionable	unibreccianated	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03330	Ashajorahollowel3330	ash otter	elegant	horrific	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03331	Brenbrinaria3331	ribbon serpent	cello-woken	diamond-scarred	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03332	Aermaeloramardion3332	mirror lynx	unibreccianated	verdant	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03333	Ashaavelcinderion3333	fern mantis	horrific	beautiful	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03334	Aeranorluthcairnen3334	marrow crane	diamond-scarred	glyph-touched	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03335	Aeranorcoriaelle3335	quartz ram	verdant	sanitized	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03336	Aermaeloraria3336	song beetle	beautiful	gross	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03337	Aerindramossel3337	moth-deer	glyph-touched	resonant	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03338	Aerdalenamarbrinel3338	root hound	sanitized	chaotic	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03339	Caelamararia3339	glass heron	gross	weird	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03340	Brenendaravelel3340	basalt hare	resonant	unbrictionable	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03341	Aerfiraamarbelliven3341	orchard eel	chaotic	elegant	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03342	Aerindraaen3342	lantern fox	weird	cello-woken	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03343	Aerindracoriamireen3343	cinder elk	unbrictionable	unibreccianated	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03344	Ashaavelcrownion3344	moss bear	elegant	horrific	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03345	Aerindraianlarkiel3345	willow crab	cello-woken	diamond-scarred	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03346	Brenbringalenarel3346	stonefin bird	unibreccianated	verdant	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03347	Brenaelnaraael3347	thorn whale	horrific	beautiful	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03348	Ashagalenivyael3348	ash otter	diamond-scarred	glyph-touched	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03349	Aeranoriangrovedria3349	ribbon serpent	verdant	sanitized	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03350	Aerdalenamarbrooken3350	mirror lynx	beautiful	gross	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03351	Ashaavelorchardion3351	fern mantis	glyph-touched	resonant	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03352	Ashaavelindraianion3352	marrow crane	sanitized	chaotic	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03353	Aeranorianendarael3353	quartz ram	gross	weird	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03354	Aeranormossel3354	song beetle	resonant	unbrictionable	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03355	Aermaeloravel3355	moth-deer	chaotic	elegant	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03356	Aerfiraluthivyiven3356	root hound	weird	cello-woken	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03357	Brenkelanbellaria3357	glass heron	unbrictionable	unibreccianated	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03358	Aerdalenluthelle3358	basalt hare	elegant	horrific	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03359	Aerdalenluthashelle3359	orchard eel	cello-woken	diamond-scarred	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03360	Ashagalenanorion3360	lantern fox	unibreccianated	verdant	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03361	Aermaelorbellaen3361	cinder elk	horrific	beautiful	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03362	Brenaelarel3362	moss bear	diamond-scarred	glyph-touched	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03363	Aerfiraianaeliel3363	willow crab	verdant	sanitized	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03364	Ashajorafiraluthiel3364	stonefin bird	beautiful	gross	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03365	Brenaelorchardael3365	thorn whale	glyph-touched	resonant	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03366	Ashaavelcinderel3366	ash otter	sanitized	chaotic	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03367	Aeranorcoriaaelaen3367	ribbon serpent	gross	weird	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03368	Aerdalenamarbrinion3368	mirror lynx	resonant	unbrictionable	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03369	Aerindraamarfenavel3369	fern mantis	chaotic	elegant	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03370	Ashagalenfiraaen3370	marrow crane	weird	cello-woken	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03371	Aerdalenianmirearel3371	quartz ram	unbrictionable	unibreccianated	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03372	Aerfiramossiel3372	song beetle	elegant	horrific	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03373	Ashaelionanoravel3373	moth-deer	cello-woken	diamond-scarred	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03374	Ashaelionmaelorael3374	root hound	unibreccianated	verdant	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03375	Aeranorianfenelle3375	glass heron	horrific	beautiful	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03376	Aeranoramarbellel3376	basalt hare	diamond-scarred	glyph-touched	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03377	Aerdalenluthashen3377	orchard eel	verdant	sanitized	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03378	Aeranorevarafeniel3378	lantern fox	beautiful	gross	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03379	Ashanarafenavel3379	cinder elk	glyph-touched	resonant	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03380	Aeranorluthmossen3380	moss bear	sanitized	chaotic	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03381	Aerindraemberen3381	willow crab	gross	weird	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03382	Aeranorianmarrowaen3382	stonefin bird	resonant	unbrictionable	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03383	Ashagalenfiraiel3383	thorn whale	chaotic	elegant	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03384	Aerdalencrownaria3384	ash otter	weird	cello-woken	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03385	Ashagalenlarkavel3385	ribbon serpent	unbrictionable	unibreccianated	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03386	Aerfiraavel3386	mirror lynx	elegant	horrific	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03387	Aeranorianbrookarel3387	fern mantis	cello-woken	diamond-scarred	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03388	Aerfiraianmirearel3388	marrow crane	unibreccianated	verdant	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03389	Aeranorion3389	quartz ram	horrific	beautiful	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03390	Aerdalenael3390	song beetle	diamond-scarred	glyph-touched	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03391	Aerindraiankelanael3391	moth-deer	verdant	sanitized	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03392	Aerindraavel3392	root hound	beautiful	gross	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03393	Ashagalenmossael3393	glass heron	glyph-touched	resonant	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03394	Brenaelashel3394	basalt hare	sanitized	chaotic	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03395	Brenkelangalenion3395	orchard eel	gross	weird	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03396	Ashanaraanoraria3396	lantern fox	resonant	unbrictionable	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03397	Aerfiraluthendaraen3397	cinder elk	chaotic	elegant	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03398	Aerindramireaen3398	moss bear	weird	cello-woken	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
